City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
0,Georgetown,MY,5.41,100.34,80.6,94,20,4.7,few clouds,0.0,0.0
1,Fairbanks,US,64.84,-147.72,54.0,93,90,13.87,light rain,0.38,0.0
2,Kaitangata,NZ,-46.28,169.85,34.11,88,1,3.83,clear sky,0.0,0.0
3,Nikolskoye,RU,59.7,30.79,62.6,51,0,8.95,clear sky,0.0,0.0
4,Rikitea,PF,-23.12,-134.97,70.99,69,92,16.73,overcast clouds,0.0,0.0
5,Manzhouli,CN,49.6,117.43,56.12,62,100,4.23,overcast clouds,0.0,0.0
6,Albany,US,42.6,-73.97,93.0,39,62,3.58,light rain,0.3,0.0
7,Avarua,CK,-21.21,-159.78,73.4,64,100,10.29,overcast clouds,0.0,0.0
8,Provideniya,RU,64.38,-173.3,57.2,58,0,6.71,clear sky,0.0,0.0
9,Castro,BR,-24.79,-50.01,66.78,68,0,5.35,clear sky,0.0,0.0
10,Oussouye,SN,12.48,-16.55,86.0,79,20,6.93,few clouds,0.0,0.0
11,Tazovskiy,RU,67.47,78.7,46.36,92,90,16.75,overcast clouds,0.0,0.0
12,Atuona,PF,-9.8,-139.03,80.29,61,0,8.5,clear sky,0.0,0.0
13,Constanza,DE,47.66,9.18,66.99,68,7,1.54,clear sky,0.0,0.0
14,Jalu,LY,29.03,21.55,78.89,42,0,16.93,clear sky,0.0,0.0
15,Kurchum,KZ,48.57,83.65,47.82,60,0,5.82,clear sky,0.0,0.0
16,Jiayuguan,CN,39.82,98.3,59.07,61,6,3.0,clear sky,0.0,0.0
17,Pasighat,IN,28.07,95.33,76.96,84,70,2.19,light rain,0.39,0.0
18,Port Elizabeth,ZA,-33.92,25.57,59.0,82,0,11.41,clear sky,0.0,0.0
19,Bethel,US,41.37,-73.41,89.01,48,1,5.82,clear sky,0.0,0.0
20,Faanui,PF,-16.48,-151.75,78.28,81,97,21.81,overcast clouds,0.0,0.0
21,Dongsheng,CN,39.82,109.98,65.95,53,100,23.73,overcast clouds,0.0,0.0
22,Traverse City,US,44.76,-85.62,75.2,64,75,8.05,broken clouds,0.0,0.0
23,Ushuaia,AR,-54.8,-68.3,39.2,88,40,4.7,scattered clouds,0.0,0.0
24,Tapes,BR,-30.67,-51.4,71.87,76,50,10.02,scattered clouds,0.0,0.0
25,Kodiak,US,57.79,-152.41,51.8,87,90,12.75,overcast clouds,0.0,0.0
26,Chuy,UY,-33.7,-53.46,60.46,92,62,3.44,broken clouds,0.0,0.0
27,Vaini,TO,-21.2,-175.2,75.2,100,75,4.7,broken clouds,0.0,0.0
28,Cape Town,ZA,-33.93,18.42,60.01,93,75,8.05,broken clouds,0.0,0.0
29,Pechenga,RU,69.53,31.17,55.4,47,88,3.36,overcast clouds,0.0,0.0
30,Puerto Ayora,EC,-0.74,-90.35,77.0,69,40,24.16,scattered clouds,0.0,0.0
31,Dikson,RU,73.51,80.55,43.43,73,29,12.24,scattered clouds,0.0,0.0
32,Vostok,RU,46.49,135.88,46.2,100,100,3.76,light rain,0.19,0.0
33,Hithadhoo,MV,-0.6,73.08,83.73,68,10,4.65,clear sky,0.0,0.0
34,Ribeira Grande,PT,38.52,-28.7,68.0,88,40,11.41,scattered clouds,0.0,0.0
35,Grindavik,IS,63.84,-22.43,60.8,59,99,20.8,overcast clouds,0.0,0.0
36,Jamestown,US,42.1,-79.24,84.2,45,1,3.36,clear sky,0.0,0.0
37,Busselton,AU,-33.65,115.33,57.99,48,0,17.87,clear sky,0.0,0.0
38,Ilulissat,GL,69.22,-51.1,48.2,57,40,5.82,scattered clouds,0.0,0.0
39,Bambous Virieux,MU,-20.34,57.76,72.0,78,40,14.99,scattered clouds,0.0,0.0
40,Saint George,US,37.1,-113.58,100.99,11,1,5.82,clear sky,0.0,0.0
41,Longyearbyen,SJ,78.22,15.64,42.8,70,40,2.24,scattered clouds,0.0,0.0
42,Mataura,NZ,-46.19,168.86,31.98,95,0,1.63,clear sky,0.0,0.0
43,Hermanus,ZA,-34.42,19.23,55.0,92,74,1.99,broken clouds,0.0,0.0
44,Inirida,CO,3.87,-67.92,82.9,85,97,2.17,light rain,0.97,0.0
45,Bahia De Caraquez,EC,-0.6,-80.42,80.6,78,40,12.75,scattered clouds,0.0,0.0
46,Okhotsk,RU,59.38,143.3,48.79,81,100,4.12,overcast clouds,0.0,0.0
47,Champerico,GT,14.3,-91.92,86.56,70,1,9.66,clear sky,0.0,0.0
48,Butaritari,KI,3.07,172.79,83.48,79,26,16.37,scattered clouds,0.0,0.0
49,Clyde River,CA,70.47,-68.59,44.6,81,1,5.82,clear sky,0.0,0.0
50,Medina Del Campo,ES,41.31,-4.91,78.01,40,0,5.82,clear sky,0.0,0.0
51,Iwanai,JP,42.97,140.51,56.66,74,100,6.67,overcast clouds,0.0,0.0
52,Bluff,NZ,-46.6,168.33,38.59,82,0,4.83,clear sky,0.0,0.0
53,Griffith,US,41.53,-87.42,81.0,69,40,13.87,thunderstorm,0.0,0.0
54,Cabo San Lucas,MX,22.89,-109.91,88.0,45,5,11.41,clear sky,0.0,0.0
55,Tasiilaq,GL,65.61,-37.64,50.0,71,100,2.24,overcast clouds,0.0,0.0
56,Banda Aceh,ID,5.56,95.32,76.68,91,100,13.31,moderate rain,3.89,0.0
57,Broome,US,42.25,-75.83,84.0,57,20,6.93,few clouds,0.0,0.0
58,Union,US,40.63,-74.27,88.0,54,1,10.29,clear sky,0.0,0.0
59,Inuvik,CA,68.35,-133.72,51.8,71,75,5.82,broken clouds,0.0,0.0
60,Port Macquarie,AU,-31.43,152.92,41.0,98,1,6.49,clear sky,0.0,0.0
61,Touros,BR,-5.2,-35.46,80.6,74,40,9.17,scattered clouds,0.0,0.0
62,Watertown,US,42.37,-71.18,93.2,54,1,13.87,moderate rain,1.52,0.0
63,Hobyo,SO,5.35,48.53,79.95,72,77,27.98,broken clouds,0.0,0.0
64,Tuktoyaktuk,CA,69.45,-133.04,44.6,81,90,8.05,overcast clouds,0.0,0.0
65,Bredasdorp,ZA,-34.53,20.04,57.2,93,81,3.04,broken clouds,0.0,0.0
66,Thompson,CA,55.74,-97.86,57.2,87,90,10.29,overcast clouds,0.0,0.0
67,Puri,IN,19.8,85.85,82.4,88,40,4.7,mist,0.0,0.0
68,Santa Fe,AR,-31.63,-60.7,70.0,49,85,5.01,overcast clouds,0.0,0.0
69,Khasan,RU,42.43,130.64,61.2,96,100,2.28,moderate rain,1.51,0.0
70,Yellowknife,CA,62.46,-114.35,78.01,40,20,20.8,few clouds,0.0,0.0
71,Chabahar,IR,25.29,60.64,84.61,82,72,9.73,broken clouds,0.0,0.0
72,Belaya Gora,RU,68.53,146.42,82.35,24,0,1.23,clear sky,0.0,0.0
73,Punta Arenas,CL,-53.15,-70.92,39.2,86,75,8.05,broken clouds,0.0,0.0
74,Ayagoz,KZ,47.97,80.44,47.52,52,0,11.03,clear sky,0.0,0.0
75,Andenes,NO,69.31,16.12,53.6,71,1,4.7,clear sky,0.0,0.0
76,Kilindoni,TZ,-7.91,39.67,79.5,75,51,23.15,broken clouds,0.0,0.0
77,Rajauri,IN,33.38,74.3,80.08,34,14,6.24,few clouds,0.0,0.0
78,Kapaa,US,22.08,-159.32,82.4,65,20,12.75,few clouds,0.0,0.0
79,Toucheng,TW,24.86,121.82,84.2,74,40,3.36,scattered clouds,0.0,0.0
80,Mayo,US,38.89,-76.51,82.99,74,1,6.93,clear sky,0.0,0.0
81,Marawi,PH,8.0,124.29,75.99,91,3,4.0,clear sky,0.0,0.0
82,Lima,PE,-12.04,-77.03,66.2,68,75,9.17,broken clouds,0.0,0.0
83,East London,ZA,-33.02,27.91,64.27,62,0,14.16,clear sky,0.0,0.0
84,Arraial Do Cabo,BR,-22.97,-42.03,80.6,69,0,9.17,clear sky,0.0,0.0
85,Atambua,ID,-9.11,124.89,70.0,88,70,5.28,broken clouds,0.0,0.0
86,Aklavik,CA,68.22,-135.01,46.4,75,75,3.36,broken clouds,0.0,0.0
87,Coquimbo,CL,-29.95,-71.34,62.6,63,1,13.87,clear sky,0.0,0.0
88,Saint-Philippe,RE,-21.36,55.77,66.2,82,20,4.7,few clouds,0.0,0.0
89,Hofn,IS,64.25,-15.21,51.3,84,100,16.73,light rain,0.99,0.0
90,Davila,PH,18.47,120.58,81.88,75,100,5.08,overcast clouds,0.0,0.0
91,Itarema,BR,-2.92,-39.92,81.09,73,17,12.46,few clouds,0.0,0.0
92,Langsa,ID,4.47,97.97,74.57,94,100,2.1,light rain,0.28,0.0
93,Ciudad Bolivar,VE,8.12,-63.55,91.15,47,90,12.24,overcast clouds,0.0,0.0
94,Yagodnoye,RU,62.55,149.67,68.02,39,2,1.7,clear sky,0.0,0.0
95,Homer,US,59.64,-151.55,57.2,58,75,3.36,broken clouds,0.0,0.0
96,Lodingen,NO,68.41,16.0,68.0,49,0,10.29,clear sky,0.0,0.0
97,Cambridge,CA,43.36,-80.31,88.0,45,1,12.75,clear sky,0.0,0.0
98,Padang,ID,-0.95,100.35,77.34,82,99,5.73,light rain,0.86,0.0
99,Marrakesh,MA,31.63,-8.01,86.0,37,20,11.41,few clouds,0.0,0.0
100,Koumac,NC,-20.57,164.28,68.86,71,70,4.61,broken clouds,0.0,0.0
101,Albury,AU,-36.08,146.92,43.0,100,75,0.72,broken clouds,0.0,0.0
102,Port Said,EG,31.26,32.28,77.61,76,0,21.59,clear sky,0.0,0.0
103,Amarpur,IN,25.03,86.9,83.25,78,23,8.16,few clouds,0.0,0.0
104,Miyazu,JP,35.53,135.18,63.18,90,92,4.63,overcast clouds,0.0,0.0
105,Los Banos,PH,14.17,121.18,81.0,83,20,3.36,few clouds,0.0,0.0
106,Uni,RU,57.75,51.49,42.15,80,0,7.74,clear sky,0.0,0.0
107,Abu Dhabi,AE,24.47,54.37,89.6,66,0,4.7,clear sky,0.0,0.0
108,Hilo,US,19.73,-155.09,78.8,74,90,8.05,light rain,0.25,0.0
109,Estelle,US,29.85,-90.11,84.2,83,75,4.7,light rain,0.25,0.0
110,Kalemie,CD,-5.95,29.19,70.38,61,59,3.89,broken clouds,0.0,0.0
111,Udachnyy,RU,66.42,112.4,62.6,55,40,0.72,scattered clouds,0.0,0.0
112,Port Lincoln,AU,-34.73,135.87,54.75,80,21,13.94,few clouds,0.0,0.0
113,Promyshlennyy,RU,67.58,63.92,36.82,94,100,15.9,overcast clouds,0.0,0.0
114,Ponta Do Sol,PT,32.67,-17.1,71.6,68,20,13.87,few clouds,0.0,0.0
115,Roebourne,AU,-20.78,117.13,65.93,37,0,11.7,clear sky,0.0,0.0
116,Sao Filipe,CV,14.9,-24.5,76.84,81,1,14.67,clear sky,0.0,0.0
117,Vilhena,BR,-12.74,-60.15,86.0,45,0,10.29,clear sky,0.0,0.0
118,Hasaki,JP,35.73,140.83,66.2,100,75,9.17,broken clouds,0.0,0.0
119,Jamsa,FI,61.86,25.19,62.6,51,0,3.36,clear sky,0.0,0.0
120,Codrington,AU,-38.27,141.97,44.67,94,91,4.45,overcast clouds,0.0,0.0
121,Rondonopolis,BR,-16.47,-54.64,91.44,25,0,8.95,clear sky,0.0,0.0
122,Qaanaaq,GL,77.48,-69.36,38.98,74,8,3.78,clear sky,0.0,0.0
123,Kiama,AU,-34.68,150.87,51.01,77,46,7.0,scattered clouds,0.0,0.0
124,Iqaluit,CA,63.75,-68.51,41.0,75,75,2.24,shower rain,0.0,0.0
125,Torbay,CA,47.67,-52.73,55.99,54,75,12.75,broken clouds,0.0,0.0
126,Barrow,US,71.29,-156.79,41.0,80,90,14.99,overcast clouds,0.0,0.0
127,Mahebourg,MU,-20.41,57.7,71.6,78,40,14.99,scattered clouds,0.0,0.0
128,Gat,IL,31.61,34.76,82.99,32,0,7.54,clear sky,0.0,0.0
129,Westport,US,41.14,-73.36,86.0,58,1,8.05,clear sky,0.0,0.0
130,Xilagani,GR,40.98,25.42,69.8,83,20,4.7,few clouds,0.0,0.0
131,Ambon,ID,-3.7,128.18,79.0,14,12,10.76,few clouds,0.0,0.0
132,Menongue,AO,-14.66,17.69,53.02,44,0,4.29,clear sky,0.0,0.0
133,Moron,AR,-34.65,-58.62,64.0,55,1,3.0,clear sky,0.0,0.0
134,Talnakh,RU,69.49,88.4,46.4,70,0,6.71,clear sky,0.0,0.0
135,Pisco,PE,-13.7,-76.22,66.0,82,90,4.7,overcast clouds,0.0,0.0
136,Mira,IT,45.44,12.13,75.2,53,40,4.7,scattered clouds,0.0,0.0
137,Sao Joao Da Barra,BR,-21.64,-41.05,80.6,61,0,16.11,clear sky,0.0,0.0
138,Mar Del Plata,AR,-38.0,-57.56,57.2,67,20,11.41,few clouds,0.0,0.0
139,Meridian,US,43.61,-116.39,81.0,36,1,11.41,clear sky,0.0,0.0
140,Khatanga,RU,71.97,102.5,59.52,62,79,13.31,broken clouds,0.0,0.0
141,Sladkovo,RU,55.53,70.34,46.13,85,98,6.93,overcast clouds,0.0,0.0
142,Kulhudhuffushi,MV,6.62,73.07,83.52,71,100,10.98,light rain,0.16,0.0
143,Hobart,AU,-42.88,147.33,55.0,93,75,8.05,light intensity shower rain,0.25,0.0
144,Jumla,NP,29.27,82.18,60.42,70,94,0.72,light rain,0.19,0.0
145,Ndola,ZM,-12.96,28.64,51.94,61,0,6.02,clear sky,0.0,0.0
146,Novyy Urengoy,RU,66.08,76.63,45.97,76,43,10.51,scattered clouds,0.0,0.0
147,Chokurdakh,RU,70.63,147.92,75.63,38,0,10.94,clear sky,0.0,0.0
148,Carnarvon,AU,-24.87,113.63,59.0,82,0,5.82,clear sky,0.0,0.0
149,Shelburne,CA,44.08,-80.2,87.8,43,20,18.34,few clouds,0.0,0.0
150,Fortuna,US,40.6,-124.16,62.01,93,75,12.75,broken clouds,0.0,0.0
151,Garhi Khairo,PK,28.06,67.98,98.26,28,0,9.48,clear sky,0.0,0.0
152,Marzuq,YE,14.4,46.47,87.12,31,67,2.8,broken clouds,0.0,0.0
153,Port Keats,AU,-14.25,129.55,69.8,43,0,11.23,clear sky,0.0,0.0
154,Norman Wells,CA,65.28,-126.83,53.6,100,90,13.87,moderate rain,0.0,0.0
155,Kamenka,RU,51.32,42.77,66.0,83,38,8.01,light rain,0.46,0.0
156,Saint-Paul,RE,-21.01,55.27,69.8,77,20,13.87,few clouds,0.0,0.0
157,Narsaq,GL,60.92,-46.05,60.8,41,100,6.93,overcast clouds,0.0,0.0
158,Luanda,AO,-8.84,13.23,73.4,83,40,5.82,scattered clouds,0.0,0.0
159,Cayenne,GF,4.93,-52.33,87.8,66,20,13.87,few clouds,0.0,0.0
160,Hovd,MN,48.01,91.64,44.26,56,62,11.36,broken clouds,0.0,0.0
161,Churapcha,RU,62.0,132.43,55.26,64,22,5.23,few clouds,0.0,0.0
162,Gemena,CD,3.25,19.77,70.66,98,82,2.37,broken clouds,0.0,0.0
163,Severo-Kurilsk,RU,50.68,156.12,45.61,82,80,7.34,broken clouds,0.0,0.0
164,The Pas,CA,53.83,-101.25,59.0,77,90,4.7,overcast clouds,0.0,0.0
165,Ishigaki,JP,24.34,124.16,83.88,87,100,13.94,overcast clouds,0.0,0.0
166,Tabou,CI,4.42,-7.35,76.78,86,100,11.88,overcast clouds,0.0,0.0
167,Saskylakh,RU,71.92,114.08,51.44,64,57,8.99,broken clouds,0.0,0.0
168,Maymyo,MM,22.03,96.47,66.47,95,78,1.45,broken clouds,0.0,0.0
169,Khani,GE,41.96,42.96,64.4,88,43,2.24,scattered clouds,0.0,0.0
170,Dire,ML,12.28,-10.97,91.35,39,52,1.95,broken clouds,0.0,0.0
171,Sovetskiy,RU,61.36,63.58,45.66,87,99,8.41,overcast clouds,0.0,0.0
172,Esperance,AU,-33.87,121.9,41.0,86,0,11.41,clear sky,0.0,0.0
173,Bengkulu,ID,-3.8,102.27,76.69,88,99,4.32,light rain,0.21,0.0
174,Fare,PF,-16.7,-151.02,78.55,80,93,22.19,overcast clouds,0.0,0.0
175,Winneba,GH,5.35,-0.62,78.8,88,75,10.29,broken clouds,0.0,0.0
176,Chama,CH,47.18,8.46,66.2,68,40,1.52,scattered clouds,0.0,0.0
177,Isla Vista,US,34.41,-119.86,77.0,77,90,5.82,overcast clouds,0.0,0.0
178,Lorengau,PG,-2.02,147.27,80.33,77,12,2.66,few clouds,0.0,0.0
179,Klaksvik,FO,62.23,-6.59,51.8,100,100,10.29,mist,0.0,0.0
180,Mayskiy,RU,47.69,40.1,73.4,78,40,4.47,scattered clouds,0.0,0.0
181,Ulladulla,AU,-35.35,150.47,48.0,75,11,10.29,few clouds,0.0,0.0
182,Tual,ID,-5.67,132.75,79.72,81,25,22.03,scattered clouds,0.0,0.0
183,Saint-Augustin,CA,51.23,-58.65,61.3,59,100,20.18,overcast clouds,0.0,0.0
184,Havre-Saint-Pierre,CA,50.23,-63.6,57.2,87,90,11.41,overcast clouds,0.0,0.0
185,Maldonado,UY,-34.67,-54.92,57.2,93,90,14.99,mist,0.0,0.0
186,Port Alfred,ZA,-33.59,26.89,62.01,87,0,3.0,clear sky,0.0,0.0
187,Biak,ID,-0.91,122.88,76.73,81,83,8.99,light rain,0.16,0.0
188,Roald,NO,62.58,6.13,59.0,93,75,6.93,light intensity drizzle rain,0.0,0.0
189,Bara,NG,10.37,10.73,81.77,68,27,11.05,scattered clouds,0.0,0.0
190,Phan Thiet,VN,10.93,108.1,78.19,87,100,2.17,overcast clouds,0.0,0.0
191,Riohacha,CO,11.54,-72.91,91.96,52,67,15.57,broken clouds,0.0,0.0
192,Cidreira,BR,-30.18,-50.21,73.9,66,9,9.78,clear sky,0.0,0.0
193,Vila,PT,42.03,-8.16,70.0,72,5,5.01,clear sky,0.0,0.0
194,Cherskiy,RU,68.75,161.3,80.15,29,32,13.4,scattered clouds,0.0,0.0
195,Korla,CN,41.76,86.15,75.0,79,0,5.01,clear sky,0.0,0.0
196,Toora-Khem,RU,52.47,96.11,54.1,92,100,1.74,light rain,0.29,0.0
197,Barreirinha,BR,-2.79,-57.07,89.69,56,67,3.69,broken clouds,0.0,0.0
198,Makakilo City,US,21.35,-158.09,82.4,61,75,9.17,broken clouds,0.0,0.0
199,Auki,SB,-8.77,160.7,78.62,82,100,3.11,overcast clouds,0.0,0.0
200,Kirakira,SB,-10.45,161.92,79.34,83,86,6.98,overcast clouds,0.0,0.0
201,Iralaya,HN,15.0,-83.23,86.0,74,75,4.7,broken clouds,0.0,0.0
202,Yeppoon,AU,-23.13,150.73,55.4,100,90,4.7,overcast clouds,0.0,0.0
203,Hamakita,JP,34.8,137.78,73.0,74,100,5.99,light rain,0.43,0.0
204,Iacu,BR,-12.77,-40.21,79.39,54,46,8.61,scattered clouds,0.0,0.0
205,Onega,RU,63.91,38.14,48.11,68,79,0.85,broken clouds,0.0,0.0
206,Simao,CN,22.79,100.97,65.08,96,50,2.48,scattered clouds,0.0,0.0
207,Bayan,CN,46.08,127.4,69.01,77,100,2.71,overcast clouds,0.0,0.0
208,Palomares,MX,17.15,-95.07,87.85,66,50,6.71,scattered clouds,0.0,0.0
209,Airai,TL,-8.93,125.41,55.56,100,69,3.58,broken clouds,0.0,0.0
210,Kimry,RU,56.87,37.35,51.78,83,24,4.14,few clouds,0.0,0.0
211,Biloela,AU,-24.42,150.5,57.76,78,78,5.64,broken clouds,0.0,0.0
212,Voka,EE,59.4,27.58,58.17,72,0,9.73,clear sky,0.0,0.0
213,Ketchikan,US,55.34,-131.65,53.6,66,90,16.11,overcast clouds,0.0,0.0
214,Karpogory,RU,64.0,44.45,43.48,74,52,2.26,broken clouds,0.0,0.0
215,Victoria,HK,22.29,114.16,86.0,74,99,10.0,light rain,0.25,0.0
216,Mafeteng,LS,-29.82,27.24,38.44,74,0,1.9,clear sky,0.0,0.0
217,Half Moon Bay,US,37.46,-122.43,80.01,87,90,11.41,mist,0.0,0.0
218,San Cristobal,VE,7.77,-72.22,93.2,38,40,19.46,scattered clouds,0.0,0.0
219,Bratsk,RU,56.13,101.61,55.4,82,0,2.24,clear sky,0.0,0.0
220,New Norfolk,AU,-42.78,147.06,55.0,93,100,2.39,light rain,0.25,0.0
221,Sinnamary,GF,5.38,-52.95,82.49,72,2,10.36,clear sky,0.0,0.0
222,Liverpool,GB,53.41,-2.98,61.0,67,1,13.87,clear sky,0.0,0.0
223,Norrtalje,SE,59.76,18.7,64.4,45,0,5.82,clear sky,0.0,0.0
224,Alofi,NU,-19.06,-169.92,75.2,88,65,9.17,broken clouds,0.0,0.0
225,Sandane,NO,61.77,6.21,60.8,100,75,4.7,light rain,0.0,0.0
226,Kysyl-Syr,RU,63.9,122.76,61.45,72,99,6.8,overcast clouds,0.0,0.0
227,Dunedin,NZ,-45.87,170.5,35.01,93,5,8.01,clear sky,0.0,0.0
228,Nizwa,OM,22.93,57.53,91.4,33,0,4.21,clear sky,0.0,0.0
229,Zhangye,CN,38.93,100.45,60.49,62,100,10.31,overcast clouds,0.0,0.0
230,Koidu,SL,8.42,-10.83,75.25,92,99,1.97,light rain,0.31,0.0
231,Pomabamba,PE,-8.83,-77.47,61.65,39,57,5.59,broken clouds,0.0,0.0
232,San Pedro,PH,14.35,121.02,81.0,83,20,3.36,few clouds,0.0,0.0
233,Minab,IR,27.15,57.08,89.6,66,0,9.17,haze,0.0,0.0
234,Tanout,NE,14.97,8.89,96.73,9,43,9.1,scattered clouds,0.0,0.0
235,Vallenar,CL,-28.57,-70.76,77.47,23,0,4.61,clear sky,0.0,0.0
236,Lavrentiya,RU,65.58,-171.0,55.0,45,3,6.11,clear sky,0.0,0.0
237,Tilichiki,RU,60.47,166.1,63.68,57,0,4.5,clear sky,0.0,0.0
238,Te Anau,NZ,-45.42,167.72,36.1,84,28,1.12,scattered clouds,0.0,0.0
239,Vila Velha,BR,-20.33,-40.29,79.0,69,0,11.41,clear sky,0.0,0.0
240,Matamoros,MX,25.53,-103.25,95.0,23,40,5.06,scattered clouds,0.0,0.0
241,San Rafael Del Sur,NI,11.85,-86.44,87.8,66,75,9.17,broken clouds,0.0,0.0
242,Santa Rosa,PH,14.31,121.11,81.0,83,20,3.36,few clouds,0.0,0.0
243,Mogadishu,SO,2.04,45.34,79.14,81,99,21.63,overcast clouds,0.0,0.0
244,Laguna,US,38.42,-121.42,93.0,29,1,5.82,clear sky,0.0,0.0
245,Havelock,US,34.88,-76.9,84.2,62,75,7.25,moderate rain,2.03,0.0
246,Isangel,VU,-19.55,169.27,70.7,78,10,11.39,clear sky,0.0,0.0
247,Verkhnevilyuysk,RU,63.45,120.32,61.97,75,86,4.59,overcast clouds,0.0,0.0
248,Mapiri,BO,-15.25,-68.17,84.78,47,51,4.45,broken clouds,0.0,0.0
249,Tessalit,ML,20.2,1.01,100.09,8,0,11.83,clear sky,0.0,0.0
250,Beringovskiy,RU,63.05,179.32,50.05,49,0,4.27,clear sky,0.0,0.0
251,Ternate,ID,0.8,127.4,80.62,78,19,3.62,light rain,0.42,0.0
252,Kaa-Khem,RU,51.68,94.73,45.09,84,100,1.81,moderate rain,1.54,0.0
253,Goderich,CA,43.75,-81.72,84.99,73,72,8.5,moderate rain,1.41,0.0
254,Kodino,RU,63.72,39.64,44.69,68,58,0.18,broken clouds,0.0,0.0
255,Ambilobe,MG,-13.2,49.05,73.26,85,0,3.13,clear sky,0.0,0.0
256,Saldanha,ZA,-33.01,17.94,55.4,93,1,3.36,clear sky,0.0,0.0
257,Lompoc,US,34.64,-120.46,69.8,60,9,12.75,clear sky,0.0,0.0
258,Quelimane,MZ,-17.88,36.89,69.8,88,0,3.36,clear sky,0.0,0.0
259,Birjand,IR,32.87,59.22,78.8,12,0,9.17,clear sky,0.0,0.0
260,Provost,CA,52.35,-110.27,63.64,51,99,4.76,overcast clouds,0.0,0.0
261,Bradford,GB,53.79,-1.75,57.99,77,1,3.0,clear sky,0.0,0.0
262,Arica,CL,-18.48,-70.3,64.4,72,4,11.41,clear sky,0.0,0.0
263,Goundam,ML,16.41,-3.67,102.51,11,0,7.25,clear sky,0.0,0.0
264,Erenhot,CN,43.65,111.98,79.11,28,100,14.12,overcast clouds,0.0,0.0
265,Terrace,CA,54.52,-128.6,59.0,54,75,3.36,broken clouds,0.0,0.0
266,Tuatapere,NZ,-46.13,167.68,37.45,80,0,2.68,clear sky,0.0,0.0
267,Salta,AR,-24.79,-65.41,73.4,43,0,13.87,clear sky,0.0,0.0
268,Kruisfontein,ZA,-34.0,24.73,53.78,88,0,5.77,clear sky,0.0,0.0
269,Kyaikkami,MM,16.08,97.57,81.66,82,74,5.64,moderate rain,1.09,0.0
270,Salalah,OM,17.02,54.09,82.4,94,75,6.93,broken clouds,0.0,0.0
271,Isakly,RU,54.13,51.53,47.59,81,28,6.35,scattered clouds,0.0,0.0
272,San Patricio,MX,19.22,-104.7,84.2,74,75,9.17,broken clouds,0.0,0.0
273,Aguimes,ES,27.91,-15.45,73.4,69,20,25.28,few clouds,0.0,0.0
274,Rawson,AR,-43.3,-65.1,54.41,42,43,12.01,scattered clouds,0.0,0.0
275,Dryden,CA,49.78,-92.75,62.6,72,40,11.41,scattered clouds,0.0,0.0
276,Fillmore,US,43.67,-92.1,82.4,51,40,9.17,scattered clouds,0.0,0.0
277,San Policarpo,PH,12.18,125.51,81.97,79,65,6.29,broken clouds,0.0,0.0
278,Esqueda,MX,30.72,-109.58,92.55,11,0,11.83,clear sky,0.0,0.0
279,Praia Da Vitoria,PT,38.73,-27.07,71.6,73,40,10.78,scattered clouds,0.0,0.0
280,Katsuura,JP,35.13,140.3,70.0,94,75,13.87,broken clouds,0.0,0.0
281,Upata,VE,8.01,-62.4,84.0,76,76,4.0,broken clouds,0.0,0.0
282,Lazaro Cardenas,MX,17.96,-102.2,90.79,50,77,9.93,broken clouds,0.0,0.0
283,Kahului,US,20.89,-156.47,84.2,51,20,9.17,few clouds,0.0,0.0
284,Clemencia,CO,10.57,-75.33,86.0,79,75,6.93,broken clouds,0.0,0.0
